id,track_name,artist_name,album_name,external_url,release_date,acousticness,danceability,duration_ms,energy,explicit,instrumentalness,key,liveness,loudness,mode,popularity,speechiness,tempo,valence
3qrH2YFnbEiQeUe4wzgOuP,"Try Everything - From ""Zootropolis""",Shakira,"Try Everything (From ""Zootropolis"")",https://open.spotify.com/track/3qrH2YFnbEiQeUe4wzgOuP,2016-02-05,0.0283,0.7040000000000001,196707,0.598,0,0.0,1,0.106,-4.922,1,63,0.0309,115.483,0.472
2O9hsVDgcwTUWTV8oluw3A,Trndsttr - Lucian Remix,Black Coast,Trndsttr (Lucian Remix),https://open.spotify.com/track/2O9hsVDgcwTUWTV8oluw3A,2016-02-18,0.354,0.794,179658,0.476,0,0.00307,2,0.332,-4.337,0,60,0.0558,129.827,0.471
0HtOJj7Kl74s1Ngf3MWeif,She's Mine Pt. 1,J. Cole,4 Your Eyez Only,https://open.spotify.com/track/0HtOJj7Kl74s1Ngf3MWeif,2016-12-09,0.7659999999999999,0.439,209080,0.204,1,0.0913,2,0.284,-15.165,1,61,0.0587,139.65200000000002,0.0408
2O07FF1DMc1oRDlkIo33FC,Night Ride,The Growlers,City Club,https://open.spotify.com/track/2O07FF1DMc1oRDlkIo33FC,2016-09-30,0.0163,0.608,251424,0.752,0,0.0,9,0.118,-4.954,0,62,0.0315,110.107,0.569
0fPwregqch9wLJj4yQH6Bk,Here as in Heaven,Elevation Worship,Here As In Heaven,https://open.spotify.com/track/0fPwregqch9wLJj4yQH6Bk,2016-02-05,0.0315,0.315,499507,0.452,0,0.0,2,0.6859999999999999,-8.387,1,62,0.0326,138.909,0.112
7eDYNlBwRMeFOZHOZ95dZ1,"Yeah, I Said It",Rihanna,ANTI (Deluxe),https://open.spotify.com/track/7eDYNlBwRMeFOZHOZ95dZ1,2016-01-28,0.547,0.509,133080,0.38,1,1.21e-06,7,0.36,-7.479,1,64,0.158,127.88,0.249
5WvDO1ZKap15ehQeNRHJ9H,Uno,Rex Orange County,Uno,https://open.spotify.com/track/5WvDO1ZKap15ehQeNRHJ9H,2016-11-17,0.78,0.7809999999999999,171789,0.452,1,3e-06,5,0.0902,-9.798,0,64,0.26,163.899,0.463
2H30WL3exSctlDC9GyRbD4,Live Well,Palace,So Long Forever,https://open.spotify.com/track/2H30WL3exSctlDC9GyRbD4,2016-11-04,0.264,0.496,249840,0.644,0,0.0,2,0.0695,-5.385,1,63,0.0269,96.017,0.435
1QWmKmqhv5zcsS3v45FNl0,Cold,Post Malone,Stoney (Deluxe),https://open.spotify.com/track/1QWmKmqhv5zcsS3v45FNl0,2016-12-09,0.647,0.67,268933,0.5720000000000001,1,4.72e-06,4,0.104,-7.312,0,63,0.0415,132.98,0.259
6ugrRFZUNIpLiqhLUgC7ix,Flowers,The Deli,Vibes 3,https://open.spotify.com/track/6ugrRFZUNIpLiqhLUgC7ix,2016-02-26,0.0849,0.838,187828,0.364,0,0.981,7,0.26,-10.006,1,65,0.134,79.987,0.218
63Q9hAFTga7rqYRrAhwIyR,Waving Through A Window,Ben Platt,Waving Through A Window (from Dear Evan Hansen [Original Broadway Cast Recording]),https://open.spotify.com/track/63Q9hAFTga7rqYRrAhwIyR,2016-12-02,0.339,0.552,236810,0.6920000000000001,0,0.0,9,0.104,-5.54,1,62,0.0593,144.666,0.5429999999999999
7BSMSvK0WxrDeI98bswYa8,Berlin,RY X,Dawn,https://open.spotify.com/track/7BSMSvK0WxrDeI98bswYa8,2016-05-06,0.963,0.393,174172,0.0668,0,0.105,7,0.107,-20.755,1,60,0.0404,136.938,0.0384
4gh0ZnHzaTMT1sDga7Ek0N,sdp interlude,Travis Scott,Birds In The Trap Sing McKnight,https://open.spotify.com/track/4gh0ZnHzaTMT1sDga7Ek0N,2016-09-16,0.599,0.507,191623,0.586,1,0.0544,0,0.118,-8.15,0,63,0.0586,108.164,0.588
47WtMNT8S9n3eqsCn076Bf,When You Were Made,The Growlers,City Club,https://open.spotify.com/track/47WtMNT8S9n3eqsCn076Bf,2016-09-30,0.412,0.557,218352,0.769,0,0.0,11,0.173,-5.401,1,61,0.0285,116.088,0.395
4YJmZfvlheSziXem8HBWrj,Still Here,Drake,Views,https://open.spotify.com/track/4YJmZfvlheSziXem8HBWrj,2016-05-13,0.0267,0.833,189853,0.431,1,0.0,0,0.633,-9.604,1,59,0.194,133.938,0.224
7tUXZgLbOCvRJ9FBlairoU,Venom,Ghostemane,Blackmage,https://open.spotify.com/track/7tUXZgLbOCvRJ9FBlairoU,2016-07-03,0.0332,0.909,134271,0.573,1,0.0163,5,0.657,-6.856,1,66,0.181,144.946,0.392
5q2JbCNi4FcnglgPfxcV65,Sola (Remix),Anuel AA,Sola (Remix),https://open.spotify.com/track/5q2JbCNi4FcnglgPfxcV65,2016-12-01,0.27,0.639,307910,0.8690000000000001,0,0.0,11,0.0802,-4.024,1,72,0.147,169.801,0.767
6gXuwld0PRtinePSXV2Vn1,Fix,Chris Lane,Girl Problems,https://open.spotify.com/track/6gXuwld0PRtinePSXV2Vn1,2016-07-12,0.0951,0.532,190240,0.883,0,0.0,0,0.304,-2.7430000000000003,0,59,0.0352,99.995,0.7
5NuhZIx47GxB5DAXg8jWHN,Addicted to My Ex,M City JR,Addicted to My Ex,https://open.spotify.com/track/5NuhZIx47GxB5DAXg8jWHN,2016-06-24,0.0889,0.83,223074,0.5,1,0.000349,1,0.277,-6.597,1,61,0.0725,140.009,0.0491
7HDpgbWMVzI8bEbdldw3cs,One Way (feat. T-Pain) - Bonus,6LACK,FREE 6LACK,https://open.spotify.com/track/7HDpgbWMVzI8bEbdldw3cs,2016-11-18,0.73,0.425,286957,0.406,1,3.59e-06,4,0.107,-8.911,0,63,0.176,184.061,0.124
33pDmPx2pkJ7JCAQpRDQ9B,GLOWED UP,KAYTRANADA,99.9%,https://open.spotify.com/track/33pDmPx2pkJ7JCAQpRDQ9B,2016-05-06,0.036,0.6809999999999999,298027,0.621,1,0.00555,1,0.138,-10.024,1,63,0.34,135.53799999999998,0.428
3ml3WB66sqG4kXoPBX2POA,Janet,Berhana,Berhana,https://open.spotify.com/track/3ml3WB66sqG4kXoPBX2POA,2016-07-21,0.354,0.81,204000,0.308,1,0.0,0,0.0899,-8.193999999999999,1,61,0.0818,120.012,0.56
3kdlVcMVsSkbsUy8eQcBjI,Let Go,Ark Patrol,Let Go,https://open.spotify.com/track/3kdlVcMVsSkbsUy8eQcBjI,2016-04-14,0.67,0.47,248056,0.436,0,0.263,0,0.294,-10.228,1,65,0.0351,81.97200000000002,0.0389
6oBL8TdQHEO7jeEdqECg37,Still Cold / Pathway Private,Night Lovell,Red Teenage Melody,https://open.spotify.com/track/6oBL8TdQHEO7jeEdqECg37,2016-06-14,0.278,0.762,271404,0.41,1,3.43e-05,8,0.157,-11.979,1,67,0.0551,100.047,0.0813
4F07ku5lMBIoybFPStM2j4,Suede,NxWorries,Yes Lawd!,https://open.spotify.com/track/4F07ku5lMBIoybFPStM2j4,2016-10-21,0.459,0.669,174867,0.735,1,0.0,10,0.103,-7.2639999999999985,1,62,0.329,117.284,0.723
5CNOcWpGI6sWQE69A1lCQ7,I'm Not the Devil,Cody Jinks,I'm Not the Devil,https://open.spotify.com/track/5CNOcWpGI6sWQE69A1lCQ7,2016-08-12,0.107,0.593,215621,0.504,0,0.000658,1,0.119,-6.455,1,58,0.0261,118.022,0.236
4JLI9AgtAXutJvjlXgZBoR,French Inhale,bsd.u,444,https://open.spotify.com/track/4JLI9AgtAXutJvjlXgZBoR,2016-12-02,0.499,0.87,108078,0.146,0,0.941,8,0.105,-11.877,0,64,0.22,80.087,0.889
7nZBRPj89rgeZ5eBLp2J7P,11 Blocks,WRABEL,11 Blocks,https://open.spotify.com/track/7nZBRPj89rgeZ5eBLp2J7P,2016-06-24,0.0216,0.5529999999999999,222213,0.711,0,0.0,0,0.142,-4.275,1,60,0.0378,99.515,0.293
29GNq0bPjVrqpISQGwj8Yx,Logo Te Pate,Olivia Foai,Moana (Original Motion Picture Soundtrack/Deluxe Edition),https://open.spotify.com/track/29GNq0bPjVrqpISQGwj8Yx,2016-11-18,0.27,0.73,130173,0.804,0,5.45e-05,11,0.0699,-7.183,1,62,0.0636,137.899,0.897
61QSuw5VlC0LTS8WMO356g,All The Way Up (feat. Infared),Fat Joe,All The Way Up (feat. Infared),https://open.spotify.com/track/61QSuw5VlC0LTS8WMO356g,2016-03-02,0.062,0.536,191942,0.721,1,0.0,10,0.8240000000000001,-6.44,0,67,0.386,117.139,0.393
6i40XRqEwHAnSxwZWasMRp,For Elise,Saint Motel,saintmotelevision,https://open.spotify.com/track/6i40XRqEwHAnSxwZWasMRp,2016-10-21,0.238,0.4920000000000001,203333,0.504,0,0.0,10,0.153,-6.322,1,61,0.0473,152.855,0.262
5oyUurs28XRagLa8lgm6V3,Too Much Sauce (feat. Future & Lil Uzi Vert),DJ ESCO,Too Much Sauce (feat. Future & Lil Uzi Vert),https://open.spotify.com/track/5oyUurs28XRagLa8lgm6V3,2016-08-19,0.0496,0.96,223093,0.547,1,0.0,6,0.216,-6.992000000000001,0,60,0.0786,121.01,0.186
63OQWdXMq0Pe6pRpWY5gO0,Star Of The Show,Thomas Rhett,Tangled Up (Deluxe),https://open.spotify.com/track/63OQWdXMq0Pe6pRpWY5gO0,2016-10-28,0.142,0.695,181200,0.6409999999999999,0,0.0,7,0.131,-5.807,1,59,0.0261,101.974,0.664
1jkIErXa3YNUX5QIyO6GGR,Losin Control,Russ,Losin Control,https://open.spotify.com/track/1jkIErXa3YNUX5QIyO6GGR,2016-07-28,0.515,0.759,237507,0.245,1,0.000154,6,0.102,-6.545,1,61,0.138,96.992,0.209
1wIQtB3UQ1TfjNMZZqO6eh,everybody dies,J. Cole,everybody dies,https://open.spotify.com/track/1wIQtB3UQ1TfjNMZZqO6eh,2016-12-06,0.281,0.779,161827,0.6940000000000001,1,1.36e-05,9,0.109,-9.376,1,61,0.2,82.861,0.569
2b4SSorCTQ2VzmllaeWuuT,YOU'RE THE ONE,KAYTRANADA,99.9%,https://open.spotify.com/track/2b4SSorCTQ2VzmllaeWuuT,2016-05-06,0.0323,0.8240000000000001,227707,0.396,0,0.00289,2,0.108,-9.663,1,66,0.332,118.053,0.252
44TuSOP6xIAEeJmZsN3nXO,Bored To Death,blink-182,California,https://open.spotify.com/track/44TuSOP6xIAEeJmZsN3nXO,2016-07-01,0.00575,0.502,235613,0.966,0,1.56e-06,0,0.117,-3.876,1,62,0.0946,159.94799999999995,0.638
0pAPFaE1Iwfvex9EVJuQlG,Control (Somehow You Want Me),Tenth Avenue North,Followers,https://open.spotify.com/track/0pAPFaE1Iwfvex9EVJuQlG,2016-10-14,0.00208,0.509,248733,0.75,0,0.0,11,0.182,-5.884,1,60,0.0397,120.001,0.131
0D21XvHcVsIvJM6FcGY2BT,OOOUUU,Young M.A,OOOUUU,https://open.spotify.com/track/0D21XvHcVsIvJM6FcGY2BT,2016-05-20,0.5329999999999999,0.64,234526,0.8190000000000001,1,0.0,7,0.156,-4.1080000000000005,1,61,0.455,166.012,0.623
6FyDii5Aec6cNcjLzvS37z,100 (feat. Drake),The Game,The Documentary 2 + 2.5 (Collector's Edition),https://open.spotify.com/track/6FyDii5Aec6cNcjLzvS37z,2016-01-22,0.0136,0.8009999999999999,334360,0.521,1,0.0,4,0.179,-9.871,0,60,0.28,108.025,0.412
211mktDmIq7g2Q4gBTXphj,No Lo Hice Bien,Los Plebes del Rancho de Ariel Camacho,Recuerden Mi Estilo,https://open.spotify.com/track/211mktDmIq7g2Q4gBTXphj,2016-03-04,0.653,0.607,183547,0.51,0,2.87e-06,9,0.0698,-5.146,1,65,0.0298,155.226,0.7809999999999999
3kKbRNJmzSWdDgfKqJ9Eck,Options,Hippie Sabotage,Options,https://open.spotify.com/track/3kKbRNJmzSWdDgfKqJ9Eck,2016-06-24,0.782,0.411,220727,0.523,1,9.08e-06,11,0.293,-11.786,1,65,0.241,144.738,0.205
3n2A6l4UayVe3GGKCvfQWV,Somebody Else Will,Justin Moore,Kinda Don't Care,https://open.spotify.com/track/3n2A6l4UayVe3GGKCvfQWV,2016-01-01,0.0353,0.488,165173,0.7440000000000001,0,0.0,2,0.0952,-4.284,0,59,0.131,180.007,0.59
1QWxddJmOhQb1vDdyTipMR,BTS Cypher 4,BTS,Wings,https://open.spotify.com/track/1QWxddJmOhQb1vDdyTipMR,2016-10-10,0.00533,0.8170000000000001,294463,0.797,0,7.77e-06,1,0.0551,-4.395,0,67,0.084,119.977,0.362
6c9xVWbPeVPgrmWTYYeMTr,Alone,I Prevail,Lifelines,https://open.spotify.com/track/6c9xVWbPeVPgrmWTYYeMTr,2016-10-21,0.00324,0.539,221000,0.746,0,5.08e-06,6,0.085,-5.242000000000001,0,60,0.036,118.994,0.287
2hgzdQdnfWwtdpZbhZlV72,Ain't Your Mama,Jennifer Lopez,Ain't Your Mama,https://open.spotify.com/track/2hgzdQdnfWwtdpZbhZlV72,2016-04-07,0.0472,0.757,218235,0.6779999999999999,0,9.14e-06,8,0.0654,-5.529,0,72,0.233,120.075,0.82
3SESmwaRfVQddNhwCSKQur,Run,BTS,The Most Beautiful Moment in Life: Young Forever,https://open.spotify.com/track/3SESmwaRfVQddNhwCSKQur,2016-05-02,0.00165,0.5770000000000001,236334,0.875,0,0.0,6,0.0892,-2.944,0,68,0.0445,132.94299999999998,0.522
6FfyYWFEk4zd7CgvjBa2ZK,Team Rocket,Lil Uzi Vert,Lil Uzi Vert vs. The World,https://open.spotify.com/track/6FfyYWFEk4zd7CgvjBa2ZK,2016-05-27,0.0907,0.691,206106,0.54,1,0.0,4,0.175,-8.818,0,59,0.0532,132.02,0.23
7l5j3FapCyr6HxUgoAynM2,Gap in the Clouds,Yellow Days,Harmless Melodies,https://open.spotify.com/track/7l5j3FapCyr6HxUgoAynM2,2016-11-18,0.588,0.5760000000000001,280074,0.535,0,0.0106,9,0.31,-8.392000000000001,1,62,0.041,139.939,0.196
5OpjJ9qy54D3PzQJ1s4Q9X,TESTIFY,NEEDTOBREATHE,H A R D L O V E,https://open.spotify.com/track/5OpjJ9qy54D3PzQJ1s4Q9X,2016-07-15,0.471,0.495,243800,0.71,0,0.0,0,0.0703,-3.941,1,59,0.0288,90.024,0.319
4Qtw0HNKSbIRT5sWUnbRXc,Vice,Miranda Lambert,The Weight of These Wings,https://open.spotify.com/track/4Qtw0HNKSbIRT5sWUnbRXc,2016-11-18,0.101,0.568,240280,0.562,0,6.159999999999999e-05,9,0.363,-7.775,1,59,0.0418,133.64700000000002,0.247
3ApAsbQP7d5GlFwwdExaTY,Poplar St,Glass Animals,How To Be A Human Being,https://open.spotify.com/track/3ApAsbQP7d5GlFwwdExaTY,2016-08-26,0.247,0.575,262540,0.446,0,0.00567,4,0.1369999999999999,-7.802,0,61,0.0296,68.985,0.259
6FHUBs8P5qcjpj7C2QHdEq,Tulou Tagaloa,Olivia Foai,Moana (Original Motion Picture Soundtrack/Deluxe Edition),https://open.spotify.com/track/6FHUBs8P5qcjpj7C2QHdEq,2016-11-18,0.337,0.271,51933,0.405,0,0.123,2,0.165,-10.839,1,61,0.0379,109.041,0.188
4yp90BbE4dxPXfGGSpbFwT,Drowsy,Banes World,Drowsy,https://open.spotify.com/track/4yp90BbE4dxPXfGGSpbFwT,2016-06-04,0.956,0.599,164027,0.186,0,0.00665,8,0.119,-16.230999999999998,0,61,0.0315,127.093,0.415
7JnorPtXApoUw2AuJUGLY1,We Went,Randy Houser,Fired Up,https://open.spotify.com/track/7JnorPtXApoUw2AuJUGLY1,2016-03-11,0.097,0.6459999999999999,179360,0.882,0,0.0,4,0.311,-3.77,0,59,0.0371,101.997,0.544
31x4wWBghN7f5PiEZUmcAW,Smooth,Florida Georgia Line,Dig Your Roots,https://open.spotify.com/track/31x4wWBghN7f5PiEZUmcAW,2016-08-26,0.286,0.477,170200,0.848,0,4.77e-05,6,0.6729999999999999,-5.419,1,59,0.0558,161.014,0.33
6BDLcvvtyJD2vnXRDi1IjQ,Rush Over Me,Seven Lions,Rush Over Me,https://open.spotify.com/track/6BDLcvvtyJD2vnXRDi1IjQ,2016-10-10,0.0701,0.441,259556,0.753,0,0.0,0,0.027,-4.074,1,60,0.044,135.015,0.254
12PPtN6iHLnPVKuVzxfWSM,Who? (feat. Shiloh Dynasty),TSUKI,Who? (feat. Shiloh Dynasty),https://open.spotify.com/track/12PPtN6iHLnPVKuVzxfWSM,2016-04-02,0.453,0.8390000000000001,157071,0.7490000000000001,0,0.0137,7,0.224,-7.1670000000000025,1,64,0.149,110.011,0.292
6JvfBzqZmSiEG5MjM7OcSY,Diddy Bop (feat. Cam O'bi & Raury),Noname,Telefone,https://open.spotify.com/track/6JvfBzqZmSiEG5MjM7OcSY,2016-08-12,0.713,0.637,208000,0.503,1,0.000113,1,0.109,-6.9270000000000005,1,62,0.336,81.061,0.6609999999999999
27BgDmciSjoxTG0almHTpZ,Love To Lay,The Weeknd,Starboy,https://open.spotify.com/track/27BgDmciSjoxTG0almHTpZ,2016-11-25,0.052,0.711,223293,0.807,0,0.0,7,0.214,-5.052,0,65,0.0608,116.971,0.698
74HX1HcsR135apNYpHUUZj,That Was A Crazy Game Of Poker,O.A.R.,XX,https://open.spotify.com/track/74HX1HcsR135apNYpHUUZj,2016-06-03,0.0608,0.512,523203,0.785,0,0.0,0,0.0673,-4.21,1,59,0.12,79.183,0.598
7f4Pjqs3XHSfV1UwX5vjxo,Came Up,Flosstradamus,Came Up,https://open.spotify.com/track/7f4Pjqs3XHSfV1UwX5vjxo,2016-07-29,0.00908,0.613,214929,0.879,1,1.66e-06,6,0.108,-4.649,1,59,0.0729,76.96600000000002,0.4970000000000001
1BwrMGGhPA6GarWIYaFrW8,La Vida Es Un Carnaval,Celia Cruz,Para La Eternidad,https://open.spotify.com/track/1BwrMGGhPA6GarWIYaFrW8,2016-05-27,0.489,0.813,278867,0.701,0,0.00116,0,0.294,-6.507999999999999,0,66,0.0701,104.019,0.855
5y1jgbDNgTfxoWXv3FhH2Q,Little One,Highly Suspect,The Boy Who Died Wolf,https://open.spotify.com/track/5y1jgbDNgTfxoWXv3FhH2Q,2016-11-18,0.0122,0.474,241533,0.351,1,7.35e-06,7,0.112,-7.532999999999999,1,59,0.0292,139.827,0.104
6L3VWDPDTQkQFkqvmpAUMU,Something to Believe In,Young the Giant,Home of the Strange,https://open.spotify.com/track/6L3VWDPDTQkQFkqvmpAUMU,2016-08-12,0.0245,0.623,228467,0.8859999999999999,0,0.0,1,0.247,-3.044,1,60,0.0404,92.021,0.7090000000000001
0ofLz0b9mmXXvDgQp7XPRd,Lifelines,I Prevail,Lifelines,https://open.spotify.com/track/0ofLz0b9mmXXvDgQp7XPRd,2016-10-21,0.00045,0.503,201480,0.94,0,0.000536,1,0.217,-4.66,0,61,0.0475,160.03,0.532
2yr2HnFYl7XvqJk4fXoQBt,I Don't Wanna Know (feat. Enya & P. Diddy) - 2016 Remaster,Mario Winans,Bad Boy 20th Anniversary Box Set Edition,https://open.spotify.com/track/2yr2HnFYl7XvqJk4fXoQBt,2016-08-12,0.347,0.833,257333,0.515,0,0.00156,11,0.116,-5.0,0,67,0.0462,97.035,0.4
4CGGIk81BvfCZiscwFP6t0,Sex,Cheat Codes,Sex,https://open.spotify.com/track/4CGGIk81BvfCZiscwFP6t0,2016-05-27,0.00451,0.51,228361,0.6920000000000001,1,0.0,0,0.138,-5.825,1,65,0.171,102.42,0.209
3Dd8kupwJQDLPzcExJY16q,To My Parents,Anna Clendening,To My Parents,https://open.spotify.com/track/3Dd8kupwJQDLPzcExJY16q,2016-09-16,0.343,0.657,242573,0.674,0,0.00243,1,0.104,-5.0939999999999985,1,64,0.102,85.955,0.298
164uPGiUKnYHwJOHcgfy1e,Homecoming,Killstation,Homecoming,https://open.spotify.com/track/164uPGiUKnYHwJOHcgfy1e,2016-04-01,0.00114,0.403,272562,0.696,1,0.265,10,0.0722,-5.956,0,64,0.236,89.999,0.0696
5k8LB57xOq8UUNVaKWSqrf,Futura Free,Frank Ocean,Blonde,https://open.spotify.com/track/5k8LB57xOq8UUNVaKWSqrf,2016-08-20,0.769,0.266,564166,0.6779999999999999,1,9.37e-05,1,0.503,-12.364,1,62,0.508,83.434,0.201
2XgTw2co6xv95TmKpMcL70,Square Hammer,Ghost,Meliora (Deluxe Edition),https://open.spotify.com/track/2XgTw2co6xv95TmKpMcL70,2016-09-16,3.3100000000000005e-05,0.53,239293,0.903,0,0.182,2,0.259,-4.396,0,60,0.0483,129.983,0.747
0PoMoPqIJxe6H0rDMnpGP8,Honey,070 Shake,Honey - Single,https://open.spotify.com/track/0PoMoPqIJxe6H0rDMnpGP8,2016-08-16,0.0114,0.696,398106,0.667,1,0.0,0,0.181,-7.665,0,65,0.0407,121.932,0.287
3I0FBDc1c1BLNtXWKVjmFg,untitled 02 | 06.23.2014.,Kendrick Lamar,untitled unmastered.,https://open.spotify.com/track/3I0FBDc1c1BLNtXWKVjmFg,2016-03-04,0.341,0.667,258827,0.508,1,0.0,5,0.644,-10.337,1,61,0.451,89.436,0.093
1KnJwhZU3DIBe54Q4HPpIl,Higher,Rihanna,ANTI (Deluxe),https://open.spotify.com/track/1KnJwhZU3DIBe54Q4HPpIl,2016-01-28,0.112,0.292,120627,0.5670000000000001,1,1.01e-06,3,0.119,-4.191,1,62,0.0416,153.19899999999996,0.392
6T38YYdc9GkLO07TRI3li2,Stuck In Your Head,I Prevail,Lifelines,https://open.spotify.com/track/6T38YYdc9GkLO07TRI3li2,2016-10-21,0.000298,0.48,215000,0.955,0,0.0107,9,0.477,-3.702,1,61,0.0395,155.019,0.6579999999999999
1POlsQls16ppLPVmr4FGLt,Stay With Me,CHANYEOL,"Guardian (Original Television Soundtrack), Pt. 1",https://open.spotify.com/track/1POlsQls16ppLPVmr4FGLt,2016-12-03,0.428,0.314,192441,0.526,0,0.0,0,0.126,-4.686,0,73,0.0484,78.643,0.195
3aJkV6DUTSCqOwVwaBDG9B,With You,Drake,Views,https://open.spotify.com/track/3aJkV6DUTSCqOwVwaBDG9B,2016-05-06,0.136,0.878,195053,0.406,1,0.000231,1,0.112,-9.961,1,62,0.249,128.015,0.785
6dKHEOxmG7I6SraR7QFT6e,D.T.B. (Interlude),A Boogie Wit da Hoodie,Artist,https://open.spotify.com/track/6dKHEOxmG7I6SraR7QFT6e,2016-09-16,0.7070000000000001,0.588,287556,0.851,1,0.0,10,0.0968,-6.311,0,59,0.515,84.47200000000002,0.452
5hRzAbY2AAO258hL6oqsqO,Love Me,The 1975,"I like it when you sleep, for you are so beautiful yet so unaware of it",https://open.spotify.com/track/5hRzAbY2AAO258hL6oqsqO,2016-02-26,0.00745,0.621,222040,0.802,0,2.67e-05,10,0.597,-3.285,0,58,0.04,97.012,0.887
4BMbbfwW9GLl9b05ecYKVa,House of Cards (Full Length Edition),BTS,The Most Beautiful Moment in Life: Young Forever,https://open.spotify.com/track/4BMbbfwW9GLl9b05ecYKVa,2016-05-02,0.334,0.3670000000000001,226212,0.67,0,0.0,2,0.147,-4.485,0,66,0.0517,104.96,0.386
6B4LAyly39cv8Cat9nHObl,American Nights,Morgan Wallen,American Nights,https://open.spotify.com/track/6B4LAyly39cv8Cat9nHObl,2016-07-29,0.13,0.464,202267,0.8140000000000001,0,0.000278,7,0.13,-5.012,1,58,0.0313,102.986,0.3
4zrwPfq5ENLzjq41Txs2HR,Want Her,Mustard,Cold Summer,https://open.spotify.com/track/4zrwPfq5ENLzjq41Txs2HR,2016-09-30,0.0769,0.828,275560,0.607,1,0.000683,1,0.108,-6.2410000000000005,1,61,0.0432,101.012,0.409
2VgPA0WnwvE2nbltxa3BHz,Silver Spoon,BTS,The Most Beautiful Moment in Life: Young Forever,https://open.spotify.com/track/2VgPA0WnwvE2nbltxa3BHz,2016-05-02,0.00128,0.649,233185,0.875,0,0.0,9,0.0486,-2.88,1,67,0.0696,166.92700000000005,0.557
3HAh7a08YVxEyb8BM645bU,We Know The Way - Finale,Lin-Manuel Miranda,Moana (Original Motion Picture Soundtrack/Deluxe Edition),https://open.spotify.com/track/3HAh7a08YVxEyb8BM645bU,2016-11-18,0.551,0.495,69120,0.8390000000000001,0,7.08e-06,9,0.0862,-8.744,1,61,0.0529,101.08,0.122
6Hr77eZSmaVGgH0vVulMUH,Bounce,Flatbush Zombies,3001: A Laced Odyssey,https://open.spotify.com/track/6Hr77eZSmaVGgH0vVulMUH,2016-03-11,0.0113,0.628,241520,0.618,1,0.0,5,0.109,-8.4,0,60,0.313,110.007,0.362
0AxuvWeoEODrAkPJQ5X0ls,Trust Issues,Olivia OBrien,Trust Issues,https://open.spotify.com/track/0AxuvWeoEODrAkPJQ5X0ls,2016-08-12,0.0957,0.5539999999999999,189867,0.362,0,0.0,7,0.171,-10.329,1,61,0.0555,92.921,0.147
1CwNogTShsnsn1C8UhRmYX,Rise,Katy Perry,Rise,https://open.spotify.com/track/1CwNogTShsnsn1C8UhRmYX,2016-07-15,0.0468,0.5529999999999999,203475,0.639,0,0.0,11,0.107,-6.445,1,65,0.0458,101.418,0.442
0rX4YStqUt1k1VEBe1U4HJ,Small Town Throwdown,Brantley Gilbert,Just As I Am (Platinum Edition),https://open.spotify.com/track/0rX4YStqUt1k1VEBe1U4HJ,2015-01-01,0.0246,0.555,201680,0.863,0,0.0,7,0.0563,-3.867,1,56,0.0379,98.006,0.6990000000000001
6Xw3iWrQKgArwlRhVuU9CK,"2SEATER (feat. Aaron Shaw, Samantha Nelson & Austin Feinstein)","Tyler, The Creator",Cherry Bomb,https://open.spotify.com/track/6Xw3iWrQKgArwlRhVuU9CK,2015-04-13,0.332,0.353,409779,0.6940000000000001,1,6.19e-05,10,0.611,-7.411,0,59,0.359,89.01700000000002,0.343
62pJd05wVmuUABEXQPVH0y,Los Relatos de un Guacho,Los Nuevos Rebeldes,Los Relatos de un Guacho,https://open.spotify.com/track/62pJd05wVmuUABEXQPVH0y,2015-10-15,0.424,0.79,160989,0.757,0,0.0,7,0.0581,-6.3420000000000005,1,61,0.0465,126.269,0.933
6m3ZWIXhjoV76syT1j2oE9,Coming Over (feat. James Hersey),Dillon Francis,This Mixtape is Fire.,https://open.spotify.com/track/6m3ZWIXhjoV76syT1j2oE9,2015-08-14,0.227,0.631,178333,0.6609999999999999,0,1.43e-06,5,0.166,-5.5,0,62,0.0999,174.03099999999995,0.698
3M4qbsN4HbBQsQ7PjHlWqN,David,Cody Jinks,Adobe Sessions,https://open.spotify.com/track/3M4qbsN4HbBQsQ7PjHlWqN,2015-01-12,0.00024,0.545,282230,0.743,0,0.0509,11,0.0753,-6.755,1,56,0.0349,117.012,0.542
3QntQwzIBV704yqCHLLmyH,Sinking Deep,Hillsong Young & Free,This Is Living,https://open.spotify.com/track/3QntQwzIBV704yqCHLLmyH,2015-01-13,0.599,0.544,247373,0.243,0,0.0,10,0.11,-11.825,1,56,0.0277,140.048,0.108
1ixphys4A3NEXp6MDScfih,Be the One,Dua Lipa,Be the One,https://open.spotify.com/track/1ixphys4A3NEXp6MDScfih,2015-10-30,0.117,0.6609999999999999,202915,0.6509999999999999,0,1.32e-05,7,0.056,-3.771,0,71,0.0499,87.46,0.368
4MjJlPgUYMQjvHOQq0uvOv,Better Off Dead,Sleeping With Sirens,Madness (Deluxe Edition),https://open.spotify.com/track/4MjJlPgUYMQjvHOQq0uvOv,2015-03-17,0.0224,0.239,183782,0.969,0,9.24e-05,11,0.452,-3.547,0,60,0.27,93.565,0.245
4fUh9VvKW4shhWN5LfN1Ba,Be Real (feat. DeJ Loaf),Kid Ink,Full Speed,https://open.spotify.com/track/4fUh9VvKW4shhWN5LfN1Ba,2015-01-02,0.122,0.762,206760,0.611,1,0.000315,9,0.141,-5.4620000000000015,0,55,0.0876,99.934,0.386
