id,track_name,artist_name,album_name,external_url,preview_url,release_date
7c86ULTZD9eNdAbJDQLRaC,Daydreamin',Ariana Grande,Yours Truly,https://open.spotify.com/track/7c86ULTZD9eNdAbJDQLRaC,,2013-01-01
6iWg88k0UH7BjBP2yWXM0i,Something To Do With My Hands,Thomas Rhett,It Goes Like This,https://open.spotify.com/track/6iWg88k0UH7BjBP2yWXM0i,,2013-01-01
3CSO9mXOUtOzIM6Eqq9QlF,Waking Up,Explosions In The Sky,Lone Survivor (Original Motion Picture Soundtrack),https://open.spotify.com/track/3CSO9mXOUtOzIM6Eqq9QlF,,2013-12-17
6fLvsD8uWsCRow8PfOpMav,Our Song,Radiator Hospital,Something Wild,https://open.spotify.com/track/6fLvsD8uWsCRow8PfOpMav,,2013-08-01
2BwRvOaG8JdpX3F5LqiLHo,Ho Hey,Nashville Cast,The Music Of Nashville Original Soundtrack Volume 2,https://open.spotify.com/track/2BwRvOaG8JdpX3F5LqiLHo,,2013-01-01
2wJ9pb5Aj7v7yWUnLftFUt,Dixieland Delight (Dee Jay Silver Mix) (feat. Nappy Roots),Dee Jay Silver,Country Club,https://open.spotify.com/track/2wJ9pb5Aj7v7yWUnLftFUt,,2013-06-04
6k6fTAWu4J0gSg8vb397qC,DNA,Little Mix,DNA (Deluxe),https://open.spotify.com/track/6k6fTAWu4J0gSg8vb397qC,,2013-05-28
2LWMF10STZqYY9a3YqBiOG,Reflektor,Arcade Fire,Reflektor,https://open.spotify.com/track/2LWMF10STZqYY9a3YqBiOG,,2013-01-01
7sxiG6BuAb28nh3qGmbz7L,Machine,Born Of Osiris,Tomorrow We Die Alive,https://open.spotify.com/track/7sxiG6BuAb28nh3qGmbz7L,,2013-08-20
1UBLglX9fPtTBZSwJj4yVG,Parking Lot (feat. Casey Veggies & Mike G),"Tyler, The Creator",Wolf,https://open.spotify.com/track/1UBLglX9fPtTBZSwJj4yVG,,2013-04-01
5Je1fS7wNMhngKuU0fKUvw,Ain't That Some Shit (Interlude),J. Cole,Born Sinner,https://open.spotify.com/track/5Je1fS7wNMhngKuU0fKUvw,,2013-06-14
7AXoa5HANohpZmvpdiyJvy,Tip It Back,Florida Georgia Line,Here's To The Good Times...This Is How We Roll,https://open.spotify.com/track/7AXoa5HANohpZmvpdiyJvy,,2013-01-01
1TVQFNCAP0HzYMF0LO5p2I,7 Days a Week,Nipsey Hussle,Nip Hussle the Great: Vol. 2,https://open.spotify.com/track/1TVQFNCAP0HzYMF0LO5p2I,,2013-10-02
2efkanyOeo0Vzkli3HfcuU,PAW Patrol on a Roll,PAW Patrol,PAW Patrol Official Theme Song & More,https://open.spotify.com/track/2efkanyOeo0Vzkli3HfcuU,,2013
6Wu19AEKVNs5bJFuhZb4EZ,Second Chances,Gregory Alan Isakov,The Weatherman,https://open.spotify.com/track/6Wu19AEKVNs5bJFuhZb4EZ,,2013-07-09
2nXb9T60PmVud5z1jYd38Z,I Found Someone,Blake Shelton,Based on a True Story... (Deluxe Edition),https://open.spotify.com/track/2nXb9T60PmVud5z1jYd38Z,,2013-03-26
